Wall time,Step,Value
1653638062.733749,0,0.0036697247996926308
1653638063.7134502,1,0.0036697247996926308
1653638064.255104,2,0.00642201816663146
1653638064.7567108,3,0.01284403633326292
1653638065.3908095,4,0.029357798397541046
1653638065.8891294,5,0.03761467710137367
1653638067.798402,6,0.03669724613428116
1653638068.8854525,7,0.039449542760849
1653638070.1527593,8,0.03761467710137367
1653638071.4520075,9,0.035779815167188644
1653638072.9027965,10,0.03761467710137367
1653638073.2778556,11,0.03761467710137367
1653638073.616662,12,0.038532111793756485
1653638073.945723,13,0.04036697372794151
1653638074.3328776,14,0.038532111793756485
1653638074.657805,15,0.03761467710137367
1653638075.0272439,16,0.038532111793756485
1653638075.3564525,17,0.03761467710137367
1653638075.6772912,18,0.035779815167188644
1653638075.9894722,19,0.035779815167188644
