Wall time,Step,Value
1653638246.9695957,0,0.012725434266030788
1653638260.009803,1,0.018624641001224518
1653638273.0544035,2,0.02632170356810093
1653638285.856646,3,0.03553570434451103
1653638298.859848,4,0.04486206918954849
1653638311.824178,5,0.05064891278743744
1653638325.0757277,6,0.055930107831954956
1653638338.2742274,7,0.05778414383530617
1653638351.4591112,8,0.06053710728883743
1653638364.7399347,9,0.061941683292388916
1653638377.8005116,10,0.06270015239715576
1653638391.3060858,11,0.06303724646568298
1653638404.4441276,12,0.06348671019077301
1653638417.1808786,13,0.06449800729751587
1653638429.8372352,14,0.06427327543497086
1653638442.5112846,15,0.0648912861943245
1653638455.4776547,16,0.0649474710226059
1653638468.0045483,17,0.06522838026285172
1653638480.9382553,18,0.06382381170988083
1653638493.2520485,19,0.06396427005529404
1653638505.2270956,20,0.06480701267719269
1653638517.3811712,21,0.06458228081464767
1653638529.3969796,22,0.06522838026285172
1653638541.0105617,23,0.06463846564292908
1653638552.8843758,24,0.0650879293680191
1653638565.093987,25,0.06393617391586304
