Wall time,Step,Value
1653725109.1720798,0,0.004487012047320604
1653725114.2191522,1,0.004376161843538284
1653725119.1322803,2,0.006008973810821772
1653725124.17386,3,0.006640261504799128
1653725129.1245124,4,0.005798276513814926
1653725133.9411716,5,0.005719322711229324
1653725138.9655182,6,0.007005312945693731
1653725143.7391765,7,0.00682078069075942
1653725148.715798,8,0.006958380341529846
1653725153.4128923,9,0.00709955208003521
1653725158.2783897,10,0.007322310470044613
1653725162.9757073,11,0.007386422250419855
1653725167.7172112,12,0.008008281700313091
1653725172.3428457,13,0.008309661410748959
1653725177.0349858,14,0.00802522711455822
1653725181.708047,15,0.0096078310161829
1653725186.3961055,16,0.008528478443622589
1653725191.0283666,17,0.008661850355565548
1653725195.579308,18,0.009125488810241222
1653725200.3200333,19,0.008058866485953331
1653725204.885284,20,0.008854977786540985
1653725209.593548,21,0.009174150414764881
1653725214.2837865,22,0.009034142829477787
1653725218.9755812,23,0.009768527932465076
1653725223.5972655,24,0.010232258588075638
1653725228.229811,25,0.009031482972204685
1653725232.8801048,26,0.010124551132321358
1653725237.358024,27,0.009650719352066517
1653725241.941293,28,0.00956728495657444
1653725246.376927,29,0.009600566700100899
1653725251.0109916,30,0.010109455324709415
1653725255.4866712,31,0.010138596408069134
1653725260.1435006,32,0.009458380751311779
1653725264.6230319,33,0.009498058818280697
1653725269.1466875,34,0.01050086971372366
1653725273.7654984,35,0.009657137095928192
1653725278.2154403,36,0.009593394584953785
1653725282.7695856,37,0.009258766658604145
1653725287.1637092,38,0.009651820175349712
1653725291.7470937,39,0.010258292779326439
1653725296.1242473,40,0.010240537114441395
1653725300.6533408,41,0.01045719813555479
1653725305.1662788,42,0.011025255545973778
1653725309.676587,43,0.008978085592389107
1653725314.2880876,44,0.00945703312754631
1653725318.6426368,45,0.009860734455287457
1653725323.175234,46,0.010632677003741264
1653725327.534831,47,0.010823452845215797
1653725332.0675547,48,0.011203867383301258
1653725336.44986,49,0.010938326828181744
1653725340.953536,50,0.012152094393968582
1653725345.4594762,51,0.01072560902684927
1653725349.9573145,52,0.010618151165544987
1653725354.4653456,53,0.010982347652316093
1653725358.8028774,54,0.010885282419621944
1653725363.3943245,55,0.010841763578355312
1653725367.7923868,56,0.010270447470247746
1653725372.3266695,57,0.011453225277364254
1653725376.7995057,58,0.010628588497638702
1653725381.2103837,59,0.012462848797440529
1653725385.7108293,60,0.01216624490916729
1653725390.1731596,61,0.011776423081755638
1653725394.7060218,62,0.01142689399421215
1653725399.0354147,63,0.012120692990720272
1653725403.3217204,64,0.011294076219201088
1653725407.5668564,65,0.011814585886895657
1653725411.938072,66,0.01259287167340517
1653725416.2189949,67,0.013015457428991795
1653725420.547221,68,0.013035238720476627
1653725424.8702161,69,0.013146630488336086
1653725429.208208,70,0.012312485836446285
1653725433.4640868,71,0.012624327093362808
1653725437.7175364,72,0.012368633411824703
1653725442.0490935,73,0.012288333848118782
1653725446.358543,74,0.012800839729607105
1653725450.6798005,75,0.01247309148311615
1653725454.9786768,76,0.013488453812897205
1653725459.2900727,77,0.012025298550724983
1653725463.5401425,78,0.013072674162685871
1653725467.8415792,79,0.012759595178067684
1653725472.1041515,80,0.012034364975988865
1653725476.3573403,81,0.013322734273970127
1653725480.6837153,82,0.012924136593937874
1653725484.9361494,83,0.01262332871556282
1653725489.2336476,84,0.013903726823627949
1653725493.4717112,85,0.012701582163572311
1653725497.768154,86,0.012832297943532467
1653725502.0233896,87,0.01322175096720457
1653725506.340632,88,0.01320454478263855
1653725510.5487492,89,0.013496849685907364
1653725514.7950408,90,0.014929194934666157
1653725519.0406651,91,0.014515954069793224
1653725523.2292588,92,0.01452641561627388
1653725527.4985406,93,0.015233395621180534
1653725531.779414,94,0.01493082381784916
1653725536.076173,95,0.015159624628722668
1653725540.3099518,96,0.014849189668893814
1653725544.6511736,97,0.01433433499187231
1653725548.9139233,98,0.01418824028223753
1653725553.211281,99,0.014280883595347404
1653725557.428381,100,0.0142443235963583
1653725561.6111016,101,0.014113876968622208
1653725565.882352,102,0.013520019128918648
1653725570.067463,103,0.013833820819854736
