Wall time,Step,Value
1653723647.1633716,0,0.004741196986287832
1653723657.1164112,1,0.005867172498255968
1653723667.221279,2,0.0065581961534917355
1653723677.2544863,3,0.006622067652642727
1653723686.8043566,4,0.00914077926427126
1653723696.072239,5,0.010629449039697647
1653723705.1345942,6,0.012206150218844414
1653723714.241555,7,0.013336586765944958
1653723723.2222023,8,0.011688042432069778
1653723732.1909587,9,0.012444760650396347
1653723741.038806,10,0.012784973718225956
1653723749.96298,11,0.012725211679935455
1653723758.8201046,12,0.013745740987360477
1653723767.7575407,13,0.013346118852496147
1653723776.5785265,14,0.013512544333934784
1653723785.0604653,15,0.013444405980408192
1653723793.5281565,16,0.01379048079252243
1653723802.017425,17,0.014576103538274765
1653723810.5256028,18,0.014685209840536118
1653723819.1296482,19,0.014969117939472198
1653723827.7325478,20,0.015029300935566425
1653723836.3245568,21,0.014802539721131325
1653723844.8999772,22,0.015058858320116997
1653723853.5087783,23,0.014652486890554428
1653723862.0877883,24,0.014447648078203201
1653723870.6098084,25,0.014125954359769821
1653723879.211109,26,0.01545265968888998
1653723887.7953696,27,0.015165247023105621
1653723896.2330017,28,0.015056846663355827
1653723904.8596656,29,0.015408644452691078
1653723913.4110367,30,0.015258985571563244
1653723921.97559,31,0.015470880083739758
1653723930.6409018,32,0.014589966274797916
1653723939.227569,33,0.014710698276758194
1653723947.839179,34,0.014281555078923702
1653723956.4289086,35,0.015183371491730213
1653723965.1387348,36,0.014528555795550346
1653723973.8123608,37,0.01436271145939827
1653723982.4426506,38,0.01420010905712843
1653723991.1545217,39,0.014061907306313515
1653723999.8399653,40,0.013548905029892921
1653724008.4448411,41,0.01458483375608921
