Wall time,Step,Value
1653638230.3446114,0,0.008876902982592583
1653638245.82318,1,0.008202708326280117
1653638258.995474,2,0.008286982774734497
1653638272.2241707,3,0.011348952539265156
1653638285.5286222,4,0.012641159817576408
1653638298.5327847,5,0.01351199485361576
1653638311.5539286,6,0.014691836200654507
1653638324.827352,7,0.016798697412014008
1653638337.6880293,8,0.017613349482417107
1653638350.5536263,9,0.018118996173143387
1653638363.3445392,10,0.018287545070052147
1653638376.0465753,11,0.019551660865545273
1653638388.8048062,12,0.020534861832857132
1653638401.0843265,13,0.020900050178170204
1653638413.5327156,14,0.021237147971987724
1653638426.1853566,15,0.022051800042390823
1653638438.6809015,16,0.021096691489219666
1653638451.1152322,17,0.02134951390326023
1653638463.635415,18,0.02202370949089527
1653638475.905597,19,0.02185516059398651
1653638488.2257123,20,0.02151806280016899
1653638500.170415,21,0.02266981266438961
1653638511.6960676,22,0.023540647700428963
1653638523.2486782,23,0.02334400825202465
1653638534.7158823,24,0.02314736694097519
1653638546.1972346,25,0.023737289011478424
1653638557.437946,26,0.023709196597337723
1653638568.6981504,27,0.023905837908387184
1653638579.777246,28,0.02418675273656845
1653638590.781796,29,0.02401820383965969
1653638601.5483425,30,0.024860946461558342
1653638612.3923643,31,0.023540647700428963
1653638623.063323,32,0.024748580530285835
1653638633.6766021,33,0.024074386805295944
1653638644.3386683,34,0.025282319635152817
1653638655.0500517,35,0.024242935702204704
1653638665.6080287,36,0.02384965494275093
1653638676.5342715,37,0.023793471977114677
1653638687.421658,38,0.024102477356791496
1653638698.2752013,39,0.02432720921933651
1653638709.0263147,40,0.02401820383965969
1653638719.7164142,41,0.024692397564649582
1653638730.4801342,42,0.025113770738244057
1653638741.230387,43,0.025787966325879097
1653638752.0560188,44,0.02497331239283085
1653638762.7576168,45,0.025226136669516563
1653638773.4721751,46,0.02516995370388031
1653638784.2366576,47,0.025366593152284622
1653638795.0822945,48,0.026096971705555916
1653638805.9125364,49,0.02480476349592209
1653638816.7110512,50,0.02581605687737465
1653638827.430067,51,0.026237428188323975
1653638838.2638094,52,0.024608124047517776
1653638849.005502,53,0.025731783360242844
1653638859.8657193,54,0.026040788739919662
1653638870.744583,55,0.026209337636828423
1653638881.5764747,56,0.02634979411959648
1653638892.2416964,57,0.025731783360242844
1653638902.8279262,58,0.02514186128973961
1653638913.4414775,59,0.024860946461558342
1653638924.121912,60,0.026096971705555916
1653638934.9560666,61,0.025198044255375862
1653638945.7056832,62,0.025198044255375862
1653638956.5074267,63,0.026068881154060364
1653638967.1237698,64,0.025703690946102142
1653638977.7577424,65,0.026237428188323975
1653638988.4813104,66,0.02533850260078907
1653638999.0096753,67,0.026040788739919662
1653639009.8016443,68,0.025928422808647156
1653639020.6230114,69,0.025928422808647156
1653639031.4445674,70,0.02514186128973961
1653639042.4328973,71,0.02567560039460659
1653639053.4888792,72,0.025450868532061577
1653639064.426245,73,0.025731783360242844
1653639075.206079,74,0.026377886533737183
1653639085.8654585,75,0.02632170356810093
1653639096.5427551,76,0.026265520602464676
1653639107.244852,77,0.026068881154060364
1653639117.89803,78,0.025254227221012115
1653639128.462385,79,0.02514186128973961
1653639139.1521742,80,0.02581605687737465
1653639149.8373747,81,0.025731783360242844
1653639160.6030934,82,0.025731783360242844
