Wall time,Step,Value
1653647085.7466393,0,0.015490567311644554
1653647098.2688546,1,0.017546433955430984
1653647110.2750494,2,0.01824663020670414
1653647122.828501,3,0.018798869103193283
1653647134.7457511,4,0.01877458207309246
1653647146.6146634,5,0.019520791247487068
1653647158.3616757,6,0.0198042094707489
1653647170.5001347,7,0.019620805978775024
1653647182.8223963,8,0.019764455035328865
1653647194.8551564,9,0.019621098414063454
1653647206.9037042,10,0.020656391978263855
1653647218.5636227,11,0.020746728405356407
1653647230.6017628,12,0.02032826468348503
1653647242.8719337,13,0.020697057247161865
1653647254.9277189,14,0.020279068499803543
1653647267.1786344,15,0.020190605893731117
1653647278.9442585,16,0.020487353205680847
1653647291.0805094,17,0.02094854786992073
1653647303.3726907,18,0.020505791530013084
1653647315.4937809,19,0.020701555535197258
1653647327.5504115,20,0.020675232633948326
1653647339.3904524,21,0.02033589407801628
1653647351.207173,22,0.02035527490079403
1653647363.3514903,23,0.020254479721188545
1653647375.415034,24,0.02065383642911911
1653647387.7402532,25,0.020306657999753952
1653647399.6424909,26,0.020246395841240883
1653647411.5931215,27,0.02022748999297619
