Wall time,Step,Value
1653640185.9371197,0,0.041489508002996445
1653640193.2848287,1,0.04795319586992264
1653640200.193828,2,0.05130540579557419
1653640207.409644,3,0.05374588072299957
1653640214.3974195,4,0.05540403351187706
1653640221.4831407,5,0.056018173694610596
1653640228.4091904,6,0.05875476449728012
1653640235.2942228,7,0.059153538197278976
1653640242.1722713,8,0.06071021035313606
1653640249.3247108,9,0.06187902390956879
1653640256.3760605,10,0.06261478364467621
1653640263.2385921,11,0.06426307559013367
1653640270.2280085,12,0.06501340121030807
1653640277.2702146,13,0.06576002389192581
1653640284.0256276,14,0.06670244038105011
1653640291.0374167,15,0.06722851097583771
1653640297.934211,16,0.06811101734638214
1653640304.8797739,17,0.06896016746759415
1653640311.929444,18,0.06999771296977997
1653640318.8761418,19,0.07122249156236649
1653640325.8250813,20,0.07143207639455795
1653640332.9676595,21,0.07192438840866089
1653640339.8722,22,0.0721285343170166
1653640346.977264,23,0.07219012081623077
1653640353.9436786,24,0.07392729073762894
1653640360.9037054,25,0.07448802143335342
1653640367.9182026,26,0.07459960877895355
1653640374.7847757,27,0.07529103755950928
1653640381.6485183,28,0.07625222951173782
1653640388.6356158,29,0.0765618160367012
1653640395.6298528,30,0.07780815660953522
1653640402.6291785,31,0.07810055464506149
1653640409.5629818,32,0.07849104702472687
1653640416.608914,33,0.07851291447877884
1653640423.648358,34,0.0787651538848877
1653640430.7085168,35,0.08020859956741333
1653640437.666642,36,0.08033550530672073
1653640444.6127172,37,0.07982167601585388
1653640451.6845658,38,0.08098258823156357
1653640458.7403126,39,0.08112764358520508
1653640465.7570841,40,0.08084035664796829
1653640472.6934354,41,0.08156844228506088
1653640479.4974985,42,0.08154893666505814
1653640485.886265,43,0.08212257921695709
1653640492.2804747,44,0.08175776153802872
1653640498.8119001,45,0.08278972655534744
1653640505.181201,46,0.0828484520316124
1653640511.5597467,47,0.08241525292396545
1653640517.9593203,48,0.08312973380088806
1653640524.3554127,49,0.08369190990924835
1653640531.207085,50,0.0834822803735733
1653640537.68331,51,0.08395013958215714
1653640544.111921,52,0.08357609808444977
1653640550.4226685,53,0.08396226167678833
1653640556.5038157,54,0.08407669514417648
1653640562.6882534,55,0.08406057208776474
1653640568.8381999,56,0.08413049578666687
1653640575.2364466,57,0.08412698656320572
1653640581.64241,58,0.08476481586694717
1653640588.062785,59,0.08385682106018066
1653640594.5705395,60,0.08430793136358261
1653640601.0659258,61,0.08428345620632172
1653640607.3371139,62,0.08450337499380112
1653640614.070489,63,0.08517540246248245
1653640621.0329099,64,0.08496560901403427
1653640627.4771662,65,0.08544722199440002
1653640633.9778059,66,0.08568726480007172
1653640640.3987563,67,0.085915707051754
1653640646.8139505,68,0.08546926826238632
1653640653.0042849,69,0.08607950061559677
1653640659.4614563,70,0.08630653470754623
1653640665.9222062,71,0.08568093180656433
1653640672.3230867,72,0.08568125218153
1653640678.6517396,73,0.08602724969387054
1653640685.0522377,74,0.08607514947652817
1653640691.2822824,75,0.08628333359956741
1653640697.3633835,76,0.08602666854858398
1653640703.325306,77,0.08577094227075577
1653640709.2655385,78,0.0857674852013588
1653640715.258634,79,0.08624095469713211
1653640721.122334,80,0.08644719421863556
1653640727.0552368,81,0.08572302758693695
1653640733.0319674,82,0.08621446788311005
1653640738.9941099,83,0.08626554906368256
1653640745.0705087,84,0.08590754121541977
1653640751.1072748,85,0.08615096658468246
1653640757.0858514,86,0.08565139770507812
1653640763.3599055,87,0.08632680773735046
1653640769.6678307,88,0.08671911805868149
1653640776.0614374,89,0.08674981445074081
1653640782.3010862,90,0.08635377883911133
1653640788.5939968,91,0.0865175873041153
1653640794.4975343,92,0.08590657263994217
1653640800.5338023,93,0.08638245612382889
1653640806.5438154,94,0.0859425738453865
1653640812.5754232,95,0.08664120733737946
1653640818.5570705,96,0.08627934753894806
1653640824.4968224,97,0.08645036816596985
1653640830.4581125,98,0.08619469404220581
1653640836.3459768,99,0.08680287003517151
1653640842.2104533,100,0.08663256466388702
1653640848.0184715,101,0.08598143607378006
1653640853.9832036,102,0.08629187941551208
1653640859.9008193,103,0.08633219450712204
1653640866.0068586,104,0.08637162297964096
1653640872.1209562,105,0.08612966537475586
1653640877.970592,106,0.08577262610197067
1653640884.1103737,107,0.08581271767616272
1653640890.0357964,108,0.08657608926296234
1653640896.1686804,109,0.08606812357902527
