Wall time,Step,Value
1653639236.0326128,0,0.005975480657070875
1653639242.3271747,1,0.0065443674102425575
1653639248.2988355,2,0.007516569923609495
1653639254.163597,3,0.011645273305475712
1653639260.0169313,4,0.014853673987090588
1653639266.0316331,5,0.01908550225198269
1653639272.1212287,6,0.02288420870900154
1653639277.895838,7,0.026153182610869408
1653639283.8523886,8,0.029080908745527267
1653639289.7828043,9,0.030741672962903976
1653639295.738086,10,0.03242005035281181
1653639301.6612923,11,0.03385733440518379
1653639307.6086311,12,0.03444616124033928
1653639313.46894,13,0.03499728813767433
1653639319.342871,14,0.03493645414710045
1653639325.215656,15,0.035312045365571976
1653639331.152706,16,0.03490093722939491
1653639336.914883,17,0.03437507897615433
1653639342.8019147,18,0.034548934549093246
1653639348.6256092,19,0.034469109028577805
1653639354.4009955,20,0.034173596650362015
1653639360.243193,21,0.03461190313100815
1653639365.9848213,22,0.03436298295855522
1653639371.892815,23,0.034706804901361465
1653639377.922526,24,0.0345320962369442
1653639383.8598037,25,0.03465971723198891
1653639389.75832,26,0.03477394953370094
1653639395.7787874,27,0.03474339470267296
1653639401.6433928,28,0.03477602079510689
1653639407.7416165,29,0.034355197101831436
1653639413.745424,30,0.03498655930161476
1653639419.804798,31,0.035183798521757126
1653639425.8579767,32,0.034484487026929855
1653639431.8175616,33,0.034988176077604294
1653639437.7439167,34,0.03535991534590721
1653639443.9125204,35,0.03499993309378624
1653639449.9879513,36,0.0348222441971302
1653639456.1569886,37,0.03505852073431015
1653639462.3832521,38,0.034931838512420654
1653639468.4410667,39,0.03457948565483093
1653639474.5314097,40,0.03493120148777962
1653639480.5562615,41,0.034611400216817856
1653639486.3712826,42,0.03487425670027733
1653639491.9819465,43,0.03515782579779625
1653639497.3812108,44,0.034645985811948776
