Wall time,Step,Value
1653639236.0326128,0,0.009066556580364704
1653639242.3271747,1,0.009427158161997795
1653639248.2988355,2,0.012054399587213993
1653639254.163597,3,0.01586647517979145
1653639260.0169313,4,0.019730063155293465
1653639266.0316331,5,0.02493303082883358
1653639272.1212287,6,0.02926025167107582
1653639277.895838,7,0.03394807502627373
1653639283.8523886,8,0.03786317631602287
1653639289.7828043,9,0.04033587500452995
1653639295.738086,10,0.0420873686671257
1653639301.6612923,11,0.044714611023664474
1653639307.6086311,12,0.045332785695791245
1653639313.46894,13,0.04605398699641228
1653639319.342871,14,0.0455903559923172
1653639325.215656,15,0.046620648354291916
1653639331.152706,16,0.04615701735019684
1653639336.914883,17,0.04584793001413345
1653639342.8019147,18,0.04574489966034889
1653639348.6256092,19,0.045899443328380585
1653639354.4009955,20,0.045384299010038376
1653639360.243193,21,0.0462600439786911
1653639365.9848213,22,0.04615701735019684
1653639371.892815,23,0.04615701735019684
1653639377.922526,24,0.04620853066444397
1653639383.8598037,25,0.04610550031065941
1653639389.75832,26,0.04631156101822853
1653639395.7787874,27,0.04636307433247566
1653639401.6433928,28,0.04672367498278618
1653639407.7416165,29,0.0462600439786911
1653639413.745424,30,0.04672367498278618
1653639419.804798,31,0.0469297356903553
1653639425.8579767,32,0.0462600439786911
1653639431.8175616,33,0.04677519202232361
1653639437.7439167,34,0.047032762318849564
1653639443.9125204,35,0.047032762318849564
1653639449.9879513,36,0.046517618000507355
1653639456.1569886,37,0.04698124900460243
1653639462.3832521,38,0.046569131314754486
1653639468.4410667,39,0.04615701735019684
1653639474.5314097,40,0.04636307433247566
1653639480.5562615,41,0.04620853066444397
1653639486.3712826,42,0.047032762318849564
1653639491.9819465,43,0.04739336669445038
1653639497.3812108,44,0.04698124900460243
