Wall time,Step,Value
1653642541.5197954,0,0.08608077466487885
1653642548.4548182,1,0.09849577397108078
1653642554.9358582,2,0.10642901062965393
1653642561.1611016,3,0.10864413529634476
1653642567.4043062,4,0.11364104598760605
1653642574.6838872,5,0.11410468071699142
1653642580.5878513,6,0.11668040603399277
1653642586.568379,7,0.11729858070611954
1653642592.4775567,8,0.11863795667886734
1653642598.439039,9,0.12049248069524765
1653642604.3482096,10,0.1207500547170639
1653642610.2417033,11,0.1209045946598053
1653642616.0786295,12,0.12275911867618561
1653642622.0704412,13,0.12368638068437576
1653642627.7983239,14,0.12353183329105377
1653642633.670031,15,0.12502576410770416
1653642639.559456,16,0.1262620985507965
1653642645.5494616,17,0.12430455535650253
1653642651.239449,18,0.12533484399318695
1653642657.0925338,19,0.1255924105644226
1653642662.9480143,20,0.12471666932106018
1653642668.6636732,21,0.12538635730743408
1653642674.5378308,22,0.12554089725017548
1653642680.2397351,23,0.12688027322292328
1653642686.21988,24,0.12785905599594116
1653642691.9889514,25,0.12770451605319977
1653642697.9021373,26,0.12780754268169403
1653642703.730696,27,0.1273954212665558
1653642709.6042094,28,0.1277560293674469
1653642715.4466603,29,0.12837420403957367
1653642721.2901587,30,0.1279105693101883
1653642727.100952,31,0.12847723066806793
1653642732.9445145,32,0.1273954212665558
1653642738.7446165,33,0.12688027322292328
1653642744.565149,34,0.12878631055355072
1653642750.4344513,35,0.1282711774110794
1653642756.2538068,36,0.1259015053510666
1653642762.1649253,37,0.12579847872257233
1653642768.0107944,38,0.12631362676620483
1653642773.7258596,39,0.12713785469532013
1653642779.6893675,40,0.12677724659442902
1653642785.4348686,41,0.12461364269256592
1653642791.2422402,42,0.12430455535650253
1653642797.049152,43,0.12487121671438217
1653642803.0176585,44,0.1254378706216812
