Wall time,Step,Value
1653705101.979278,0,0.007263548206537962
1653705106.403645,1,0.008448382839560509
1653705110.9571924,2,0.008602925576269627
1653705115.5033045,3,0.009581701830029488
1653705120.296321,4,0.010508963838219643
1653705124.882832,5,0.011230167001485825
1653705129.6055424,6,0.011075623333454132
1653705134.068879,7,0.010972593910992146
1653705138.7044053,8,0.011127137579023838
1653705143.123856,9,0.011848341673612595
1653705147.7033188,10,0.011230167001485825
1653705152.2578325,11,0.012054399587213993
1653705156.8251498,12,0.011590768583118916
1653705161.3381755,13,0.0118998559191823
1653705165.8587894,14,0.011230167001485825
1653705170.4373243,15,0.01092107966542244
1653705174.9884896,16,0.009839274920523167
1653705179.5670266,17,0.011436224915087223
1653705184.1571796,18,0.011384710669517517
1653705188.8456092,19,0.01128168124705553
1653705193.448621,20,0.011693798005580902
1653705198.147754,21,0.011642282828688622
1653705202.7452884,22,0.012054399587213993
1653705207.3696766,23,0.012002884410321712
1653705212.1100495,24,0.010972593910992146
1653705216.7376974,25,0.010508963838219643
1653705221.4450145,26,0.012157428078353405
1653705226.0922759,27,0.01153925433754921
1653705230.7675414,28,0.012002884410321712
1653705235.3974576,29,0.012002884410321712
1653705240.0955698,30,0.011848341673612595
1653705244.7851963,31,0.011487739160656929
1653705249.5465758,32,0.010611992329359055
1653705254.1952634,33,0.011642282828688622
