Wall time,Step,Value
1653641037.783741,0,0.008521009236574173
1653641038.100154,1,0.0080791050568223
1653641038.4027624,2,0.010750987567007542
1653641038.705039,3,0.012997280806303024
1653641039.013306,4,0.015825700014829636
1653641039.3108206,5,0.0171018298715353
1653641039.6084177,6,0.016459396108984947
1653641039.9122686,7,0.016271889209747314
1653641040.2171266,8,0.015658294782042503
1653641040.5098622,9,0.0176496934145689
1653641040.8111956,10,0.017915455624461174
1653641041.1175237,11,0.018166562542319298
1653641041.4438183,12,0.01686703786253929
1653641041.748211,13,0.016408322378993034
1653641042.0619447,14,0.01663224585354328
1653641042.3771336,15,0.018403509631752968
1653641042.6958766,16,0.020129119977355003
1653641043.0848496,17,0.021909616887569427
1653641043.4448502,18,0.021470507606863976
1653641043.78,19,0.021791156381368637
1653641044.122409,20,0.020273154601454735
1653641044.4671643,21,0.020882463082671165
1653641044.8110473,22,0.022003715857863426
1653641045.1569214,23,0.022673828527331352
1653641045.5146213,24,0.022593418136239052
1653641045.8534124,25,0.02261023037135601
1653641046.2087927,26,0.02398637682199478
1653641046.526816,27,0.026379970833659172
1653641046.8599958,28,0.026145178824663162
1653641047.1836615,29,0.02619246393442154
1653641047.497627,30,0.026795189827680588
1653641047.8187082,31,0.027896836400032043
1653641048.136274,32,0.027827292680740356
1653641048.447809,33,0.026520192623138428
1653641048.834729,34,0.02679947391152382
1653641049.1516044,35,0.026241904124617577
1653641049.4635744,36,0.02705652266740799
1653641049.8015304,37,0.027090786024928093
1653641050.144621,38,0.02757289633154869
1653641050.498698,39,0.02796422317624092
1653641050.8574615,40,0.027590371668338776
1653641051.2168453,41,0.027425097301602364
1653641051.5726352,42,0.027648525312542915
1653641051.9155788,43,0.030165361240506172
1653641052.2761178,44,0.030694259330630302
1653641052.6223671,45,0.029155658558011055
1653641052.9609516,46,0.029132263734936714
1653641053.2862282,47,0.028227856382727623
1653641053.6104505,48,0.028343690559267998
1653641053.9486942,49,0.031023148447275162
1653641054.3301637,50,0.031023645773530006
1653641054.7222376,51,0.02987521141767502
1653641055.07235,52,0.02913276106119156
1653641055.432477,53,0.02984258159995079
1653641055.7755935,54,0.028897471725940704
1653641056.1235006,55,0.02903769351541996
1653641056.4313536,56,0.028344186022877693
1653641056.7663186,57,0.028167547658085823
1653641057.0860984,58,0.029359478503465652
1653641057.4010034,59,0.03091818280518055
1653641057.7177591,60,0.03064418025314808
