Wall time,Step,Value
1653642532.9749289,0,0.02555120550096035
1653642539.367107,1,0.02622089348733425
1653642545.6461854,2,0.025705749168992043
1653642552.0308464,3,0.02735421434044838
1653642558.160592,4,0.028796620666980743
1653642564.3162327,5,0.02915722317993641
1653642570.672015,6,0.02977539598941803
1653642577.1051664,7,0.029981454834342003
1653642583.063392,8,0.02977539598941803
1653642589.0253108,9,0.030032970011234283
1653642594.8106918,10,0.032454151660203934
1653642600.8593318,11,0.03101174533367157
1653642606.673126,12,0.03296929597854614
1653642612.5425878,13,0.03296929597854614
1653642618.3012712,14,0.03219657763838768
1653642624.1351914,15,0.031990520656108856
1653642629.8196394,16,0.03276323899626732
1653642635.7454965,17,0.03338141366839409
1653642641.589325,18,0.03472078964114189
1653642647.497144,19,0.034978363662958145
1653642653.2441812,20,0.03281475231051445
1653642658.9524665,21,0.03353595733642578
1653642664.8437188,22,0.034411702305078506
1653642670.4724343,23,0.03533896431326866
1653642676.2083194,24,0.035029876977205276
1653642681.8746505,25,0.03518442064523697
1653642687.721303,26,0.035596538335084915
1653642693.4028943,27,0.035081394016742706
1653642699.2730448,28,0.037399545311927795
1653642705.1486776,29,0.03688440099358559
1653642711.1408026,30,0.037966206669807434
1653642716.9915812,31,0.03781166300177574
1653642722.7170196,32,0.03848135098814964
1653642728.6479049,33,0.03899649530649185
1653642734.4764469,34,0.03904801234602928
1653642740.289029,35,0.03776014968752861
1653642746.1144588,36,0.03693591430783272
1653642751.9185927,37,0.0372450016438961
1653642757.8178644,38,0.03909952566027641
1653642763.7874835,39,0.039151038974523544
1653642769.5325913,40,0.03853286802768707
1653642775.4532301,41,0.04146919399499893
1653642781.3482735,42,0.0400783009827137
1653642787.1189735,43,0.04054193198680878
1653642792.9524875,44,0.041005562990903854
1653642798.7306628,45,0.0407479926943779
1653642804.4771686,46,0.04121161997318268
1653642810.1094422,47,0.040438905358314514
1653642815.3185458,48,0.04059344902634621
1653642820.614778,49,0.04136616364121437
1653642825.7578,50,0.042293425649404526
1653642830.7826579,51,0.042344942688941956
1653642835.9664705,52,0.04213888198137283
1653642841.241641,53,0.04219039902091026
1653642846.62119,54,0.04193282499909401
1653642851.793645,55,0.04213888198137283
1653642857.1122324,56,0.04157222434878349
1653642862.31266,57,0.042293425649404526
1653642867.5963054,58,0.04239645600318909
1653642872.9692605,59,0.042963117361068726
1653642878.3123434,60,0.04239645600318909
1653642883.679929,61,0.04316917434334755
1653642888.9503162,62,0.042293425649404526
1653642894.218027,63,0.0427570566534996
1653642899.3686461,64,0.04327220097184181
1653642904.670772,65,0.04332371801137924
1653642909.7591388,66,0.04249948635697365
1653642914.8953273,67,0.04280857369303703
1653642920.1293585,68,0.04383886232972145
1653642925.2845652,69,0.044096436351537704
1653642930.527947,70,0.04389037564396858
1653642935.6275282,71,0.04430249333381653
1653642940.7869112,72,0.04399340599775314
1653642945.95568,73,0.04368431866168976
1653642951.1818662,74,0.04461158066987991
1653642956.3993528,75,0.04445703700184822
1653642961.7225935,76,0.044147949665784836
1653642967.1387672,77,0.04440552368760109
1653642972.510676,78,0.042963117361068726
1653642977.760178,79,0.0449206680059433
1653642982.8882804,80,0.04430249333381653
1653642988.2899337,81,0.04615701735019684
1653642993.4616418,82,0.04564186930656433
1653642998.78297,83,0.04620853066444397
1653643004.0201313,84,0.04615701735019684
1653643009.3613405,85,0.04481763765215874
1653643014.671826,86,0.04517824202775955
1653643019.9114969,87,0.046517618000507355
1653643025.1078596,88,0.0455903559923172
1653643030.2170253,89,0.047238823026418686
1653643035.0528324,90,0.0462600439786911
1653643039.913178,91,0.04512672498822212
1653643044.6372652,92,0.045281268656253815
1653643049.4422138,93,0.04667216166853905
1653643054.2128372,94,0.0462600439786911
1653643059.0935655,95,0.0462600439786911
1653643063.9030128,96,0.04734184965491295
1653643069.086496,97,0.045950956642627716
1653643073.7858953,98,0.04739336669445038
1653643078.6221306,99,0.04816608130931854
1653643083.3523893,100,0.046517618000507355
1653643088.1898074,101,0.04667216166853905
1653643092.9341257,102,0.04698124900460243
1653643097.7787483,103,0.045950956642627716
1653643102.6135771,104,0.0469297356903553
1653643107.466589,105,0.04610550031065941
1653643112.2310498,106,0.046569131314754486
1653643117.1179428,107,0.047032762318849564
1653643121.8162148,108,0.048372142016887665
1653643126.5798914,109,0.04739336669445038
1653643131.4160218,110,0.04672367498278618
1653643136.3157287,111,0.047238823026418686
1653643141.0754535,112,0.047650936990976334
1653643145.9552703,113,0.04667216166853905
1653643150.729918,114,0.048269111663103104
1653643155.4945748,115,0.047702450305223465
1653643160.3180594,116,0.04739336669445038
1653643165.1895673,117,0.048320624977350235
1653643169.989331,118,0.04790851101279259
1653643174.7536051,119,0.047702450305223465
1653643179.5108883,120,0.048372142016887665
1653643184.2501857,121,0.04862971231341362
1653643188.9723232,122,0.048372142016887665
1653643193.8731036,123,0.04729033634066582
1653643198.7486033,124,0.04739336669445038
1653643203.706332,125,0.04677519202232361
1653643208.4984088,126,0.046620648354291916
1653643213.307492,127,0.04790851101279259
1653643218.0575824,128,0.047650936990976334
1653643222.8928154,129,0.04615701735019684
1653643227.733545,130,0.046517618000507355
1653643232.5492923,131,0.04677519202232361
1653643237.249363,132,0.04734184965491295
1653643241.9931972,133,0.04667216166853905
