Wall time,Step,Value
1653704388.3335557,0,0.012893983162939548
1653704398.2541392,1,0.013371537439525127
1653704408.3907769,2,0.019916849210858345
1653704418.7227528,3,0.02533850260078907
1653704428.9875014,4,0.02480476349592209
1653704439.2919915,5,0.025956515222787857
1653704449.588133,6,0.028625203296542168
1653704459.883858,7,0.03216473013162613
1653704470.3163438,8,0.03733355924487114
1653704480.7853959,9,0.038429126143455505
1653704491.1887224,10,0.040058430284261703
1653704501.5984704,11,0.040901172906160355
1653704512.0689795,12,0.04064835235476494
1653704522.5745935,13,0.043064218014478683
1653704533.1338356,14,0.04368222877383232
1653704543.6624813,15,0.044749703258275986
1653704554.2417433,16,0.045283444225788116
1653704564.8585052,17,0.04612618684768677
1653704575.5593784,18,0.046266645193099976
1653704586.1654625,19,0.04562054201960564
1653704596.8707063,20,0.044412609189748764
1653704607.513238,21,0.046098094433546066
1653704618.213526,22,0.04466542974114418
1653704628.3015018,23,0.04446879029273987
1653704638.3846447,24,0.044609248638153076
1653704648.4809527,25,0.04531153291463852
1653704658.553091,26,0.04452497512102127
1653704668.7059994,27,0.044244058430194855
